epoch,out_0,out_1,step,train_loss
2024,0.43228328227996826,0.6188583970069885,4049,0.14526893198490143
2049,0.43022820353507996,0.6208430528640747,4099,0.14375999569892883
2074,0.4281121492385864,0.6228762865066528,4149,0.1422223001718521
2099,0.4259325861930847,0.6249601244926453,4199,0.14065492153167725
2124,0.4236869812011719,0.62709641456604,4249,0.13905708491802216
2149,0.42137253284454346,0.6292871236801147,4299,0.13742804527282715
2174,0.4189862310886383,0.6315342783927917,4349,0.13576699793338776
2199,0.4165252447128296,0.6338397264480591,4399,0.13407336175441742
2224,0.4139859080314636,0.6362056732177734,4449,0.13234631717205048
2249,0.41136521100997925,0.638634443283081,4499,0.13058507442474365
2274,0.4086594879627228,0.6411281228065491,4549,0.128789022564888
2299,0.4058649241924286,0.6436890959739685,4599,0.1269574612379074
2324,0.4029777944087982,0.646320104598999,4649,0.12508946657180786
2349,0.39999380707740784,0.6490229964256287,4699,0.12318485975265503
2374,0.39690881967544556,0.6518007516860962,4749,0.1212427169084549
2399,0.39371827244758606,0.6546557545661926,4799,0.11926265060901642
2424,0.3904174864292145,0.657590925693512,4849,0.11724398285150528
2449,0.38700148463249207,0.6606087684631348,4899,0.115186408162117
2474,0.38346534967422485,0.6637123823165894,4949,0.11308936774730682
2499,0.37980344891548157,0.666904091835022,4999,0.11095288395881653
2524,0.37601056694984436,0.6701871156692505,5049,0.10877653956413269
2549,0.37208083271980286,0.6735642552375793,5099,0.10656029731035233
2574,0.3680083453655243,0.6770384907722473,5149,0.10430413484573364
2599,0.36378705501556396,0.6806125640869141,5199,0.10200834274291992
2624,0.3594105839729309,0.6842893958091736,5249,0.09967318922281265
2649,0.3548727333545685,0.6880719065666199,5299,0.09729913622140884
2674,0.35016703605651855,0.691962718963623,5349,0.09488696604967117
2699,0.34528693556785583,0.6959642767906189,5399,0.09243772178888321
2724,0.34022587537765503,0.7000789046287537,5449,0.08995266258716583
2749,0.3349774479866028,0.7043092250823975,5499,0.08743304014205933
2774,0.3295355439186096,0.7086568474769592,5549,0.08488083630800247
2799,0.3238941431045532,0.7131235003471375,5599,0.08229812979698181
2824,0.31804758310317993,0.7177102565765381,5649,0.07968750596046448
2849,0.3119908273220062,0.7224178314208984,5699,0.07705186307430267
2874,0.3057195246219635,0.7272463440895081,5749,0.07439456135034561
2899,0.29923009872436523,0.7321951389312744,5799,0.0717194527387619
2924,0.2925201654434204,0.737263023853302,5849,0.06903072446584702
2949,0.28558850288391113,0.7424476742744446,5899,0.06633319705724716
2974,0.27843573689460754,0.7477457523345947,5949,0.06363221257925034
2999,0.2710641324520111,0.7531530261039734,5999,0.0609334297478199
